1;75.90;75.75;75.30
2;40.40;39.80;39.53
4;21.16;21.74;21.48
6;14.65;14.58;14.35
8;9.61;9.66;10.72
10;9.30;9.09;8.89
12;8.63;8.50;8.16
14;8.28;8.35;8.22
16;7.83;7.71;7.68
18;8.48;7.96;7.51
20;7.59;7.19;7.68

